m.z	p.value	t.score
87.03198	7.577561757128321e-5	97
135.05444	1.2990105869362836e-4	96
1282.67629	2.0567667626491154e-4	95
254.08982	2.0567667626491154e-4	95
144.07857	2.0567667626491154e-4	95
162.10033	3.2475264673407085e-4	94
286.13134	3.2475264673407085e-4	94
133.03737	3.2475264673407085e-4	94
251.10149	4.871289701011063e-4	93
442.38095	4.871289701011063e-4	93
350.20506	4.871289701011063e-4	93
346.14816	7.252809110394249e-4	92
384.20427	7.252809110394249e-4	8
121.08906	0.001050033557773496	91
209.15265	0.001050033557773496	91
169.07379	0.001050033557773496	91
383.17985	0.001050033557773496	91
102.06797	0.001050033557773496	91
260.13677	0.0015046872632011952	90
350.18349	0.0015046872632011952	90
105.04249	0.0015046872632011952	90
243.15784	0.0015046872632011952	90
111.04316	0.0015046872632011952	90
384.15925	0.0020892420273225226	89
319.10098	0.0020892420273225226	89
450.16973	0.0020892420273225226	89
365.29216	0.0020892420273225226	89
357.26215	0.0020892420273225226	89
303.15773	0.002879473467708762	88
178.07446	0.002879473467708762	88
164.06233	0.002879473467708762	12
187.12066	0.002879473467708762	88
486.31626	0.002879473467708762	88
977.33969	0.002879473467708762	88
230.16278	0.002879473467708762	88
277.13088	0.002879473467708762	88
155.05812	0.002879473467708762	88
259.18915	0.002879473467708762	88
225.1111	0.002879473467708762	88
200.15628	0.002879473467708762	12
88.05237	0.002879473467708762	88
188.12715	0.002879473467708762	88
248.11908	0.002879473467708762	88
279.07362	0.002879473467708762	88
194.08022	0.002879473467708762	88
365.15776	0.003886206672584382	87
305.13704	0.003886206672584382	87
368.16879	0.003886206672584382	87
266.1663	0.003886206672584382	13
158.14177	0.003886206672584382	13
192.07428	0.0051960423477451344	86
289.14198	0.0051960423477451344	86
464.2896	0.0051960423477451344	86
189.11522	0.0051960423477451344	86
638.23209	0.0051960423477451344	86
258.16128	0.0051960423477451344	14
362.26003	0.0051960423477451344	14
465.34505	0.0051960423477451344	14
382.30997	0.0051960423477451344	14
288.19302	0.006841455757864427	85
188.11594	0.006841455757864427	85
273.16841	0.006841455757864427	85
279.16587	0.006841455757864427	85
110.07303	0.006841455757864427	85
357.20536	0.006841455757864427	85
216.14721	0.006841455757864427	85
232.14203	0.006841455757864427	85
272.17685	0.006841455757864427	15
168.09361	0.006841455757864427	15
404.25554	0.006841455757864427	15
210.13665	0.00893069778518695	84
361.19909	0.00893069778518695	84
132.04215	0.00893069778518695	84
604.3947	0.00893069778518695	84
356.12753	0.00893069778518695	84
73.0163	0.00893069778518695	84
137.0476	0.00893069778518695	84
392.2014	0.00893069778518695	84
196.12495	0.00893069778518695	16
206.14178	0.00893069778518695	16
458.21143	0.011496243694386109	83
342.25501	0.011496243694386109	17
479.3001	0.011496243694386109	17
231.12171	0.011496243694386109	83
236.08278	0.011496243694386109	83
156.04218	0.011496243694386109	17
167.07334	0.011496243694386109	83
834.54131	0.011496243694386109	17
325.15197	0.011496243694386109	17
203.11569	0.011496243694386109	83
242.15116	0.011496243694386109	83
438.17838	0.011496243694386109	17
250.16773	0.011496243694386109	17
160.10989	0.011496243694386109	83
312.24447	0.011496243694386109	17
222.16172	0.011496243694386109	83
187.06321	0.011496243694386109	83
236.11579	0.011496243694386109	83
382.21462	0.011496243694386109	83
202.13166	0.011496243694386109	83
204.11074	0.011496243694386109	83
78.04681	0.011496243694386109	83
397.31825	0.011496243694386109	17
131.03705	0.014689644720604474	82
370.18307	0.014689644720604474	82
314.15528	0.014689644720604474	82
202.05864	0.014689644720604474	82
120.05741	0.014689644720604474	82
382.19631	0.014689644720604474	82
240.2084	0.014689644720604474	18
166.0859	0.014689644720604474	82
140.12001	0.014689644720604474	82
178.09923	0.014689644720604474	82
98.04789	0.014689644720604474	82
328.23694	0.01854337612851545	81
370.24975	0.01854337612851545	81
126.03158	0.01854337612851545	81
134.08432	0.01854337612851545	81
343.30794	0.01854337612851545	81
148.06341	0.01854337612851545	81
228.14722	0.01854337612851545	81
200.04308	0.01854337612851545	81
284.14053	0.01854337612851545	81
384.17949	0.01854337612851545	81
229.20377	0.01854337612851545	81
383.16833	0.01854337612851545	81
348.26489	0.01854337612851545	81
255.13976	0.01854337612851545	81
408.37483	0.01854337612851545	81
308.23378	0.01854337612851545	81
162.04253	0.01854337612851545	81
72.0211	0.01854337612851545	81
220.10683	0.01854337612851545	81
273.14729	0.01854337612851545	81
383.15801	0.01854337612851545	81
188.11601	0.01854337612851545	81
146.05775	0.01854337612851545	81
170.09415	0.01854337612851545	81
294.12099	0.01854337612851545	81
232.14598	0.01854337612851545	19
287.19525	0.01854337612851545	81
244.08778	0.01854337612851545	81
245.13717	0.01854337612851545	81
268.15313	0.01854337612851545	81
210.16157	0.01854337612851545	81
70.00541	0.01854337612851545	81
219.08523	0.023230639329710537	80
153.11502	0.023230639329710537	80
415.3298	0.023230639329710537	20
216.13757	0.023230639329710537	20
331.21	0.023230639329710537	80
451.26933	0.023230639329710537	20
492.21733	0.023230639329710537	80
334.28628	0.023230639329710537	80
350.15468	0.023230639329710537	20
478.25386	0.023230639329710537	20
350.18871	0.023230639329710537	80
209.07216	0.023230639329710537	80
450.29561	0.023230639329710537	80
474.1577	0.023230639329710537	80
255.15713	0.023230639329710537	80
259.15285	0.023230639329710537	80
398.31772	0.023230639329710537	80
205.07372	0.023230639329710537	80
180.09028	0.023230639329710537	80
204.13584	0.023230639329710537	80
321.26328	0.023230639329710537	80
189.06344000000001	0.023230639329710537	80
232.11678	0.023230639329710537	80
200.15233	0.023230639329710537	20
202.14285	0.028805559765312086	79
140.01061	0.028805559765312086	79
376.15883	0.028805559765312086	79
142.03776	0.028805559765312086	79
358.12935	0.028805559765312086	79
397.35433	0.028805559765312086	79
412.33322	0.028805559765312086	21
920.68586	0.028805559765312086	79
305.15805	0.028805559765312086	79
254.18738	0.028805559765312086	21
410.14717	0.028805559765312086	79
169.14649	0.028805559765312086	79
646.2565	0.028805559765312086	79
188.11595	0.028805559765312086	79
185.12363	0.028805559765312086	79
194.07907	0.028805559765312086	79
314.22375	0.028805559765312086	21
234.05399	0.028805559765312086	21
132.02432	0.028805559765312086	79
157.07382	0.028805559765312086	79
198.17304	0.028805559765312086	79
157.03732	0.028805559765312086	79
200.11983	0.028805559765312086	21
262.09483	0.028805559765312086	79
70.07817	0.028805559765312086	79
241.14229	0.028805559765312086	79
285.16838	0.035462989023360536	78
239.10219	0.035462989023360536	22
414.3491	0.035462989023360536	78
478.22236	0.035462989023360536	78
551.39299	0.035462989023360536	78
477.28483	0.035462989023360536	22
195.08923	0.035462989023360536	78
441.25694	0.035462989023360536	78
173.06838	0.035462989023360536	22
318.11749	0.035462989023360536	78
380.23392	0.035462989023360536	22
366.14728	0.035462989023360536	78
333.13149	0.035462989023360536	78
433.18333	0.035462989023360536	78
82.05311	0.035462989023360536	78
147.06829	0.035462989023360536	78
218.0577	0.035462989023360536	22
272.17702	0.035462989023360536	22
278.16246	0.035462989023360536	78
441.3445	0.035462989023360536	22
330.25259	0.035462989023360536	78
205.0374	0.035462989023360536	22
142.06293	0.035462989023360536	78
184.00528	0.035462989023360536	22
92.04723	0.035462989023360536	78
387.29772	0.035462989023360536	78
354.29143	0.035462989023360536	22
588.39974	0.04325705254497823	77
368.23439	0.04325705254497823	23
236.15217	0.04325705254497823	23
219.12563	0.04325705254497823	23
326.14684	0.04325705254497823	77
274.09506	0.04325705254497823	77
302.11074	0.04325705254497823	23
238.14264	0.04325705254497823	77
228.11554	0.04325705254497823	77
560.16533	0.04325705254497823	23
274.15627	0.04325705254497823	23
131.10574	0.04325705254497823	77
353.16861	0.04325705254497823	77
411.22369	0.04325705254497823	23
260.02919	0.04325705254497823	77
479.33534	0.04325705254497823	23
714.3999	0.04325705254497823	77
306.25524	0.04325705254497823	77
424.1696	0.04325705254497823	77
284.0678	0.04325705254497823	23
256.14582	0.04325705254497823	23
490.36351	0.04325705254497823	77
431.20503	0.04325705254497823	77
743.48935	0.04325705254497823	77
476.2753	0.04325705254497823	77
230.08991	0.04325705254497823	77
109.06394	0.04325705254497823	77
245.14904	0.04325705254497823	77
102.03159	0.04325705254497823	77
147.06832	0.04325705254497823	77
202.17194	0.04325705254497823	77
233.10074	0.04325705254497823	77
87.10476	0.04325705254497823	77
244.08431	0.04325705254497823	77
836.53911	0.0524259022711035	24
442.34405	0.0524259022711035	76
199.04798	0.0524259022711035	24
168.11486	0.0524259022711035	24
342.07327	0.0524259022711035	76
333.16171	0.0524259022711035	76
171.05297	0.0524259022711035	76
131.0734	0.0524259022711035	24
180.12615	0.0524259022711035	76
284.0684	0.0524259022711035	76
400.23221	0.0524259022711035	76
221.17769	0.0524259022711035	24
240.07807	0.0524259022711035	76
336.11794	0.0524259022711035	76
508.2488	0.0524259022711035	24
372.18477	0.0524259022711035	76
384.33821	0.0524259022711035	76
271.12021	0.0524259022711035	24
144.12615	0.0524259022711035	24
156.06464	0.0524259022711035	76
149.10502	0.0524259022711035	76
399.20696	0.0524259022711035	24
375.15389	0.0524259022711035	76
246.12065	0.0524259022711035	76
212.11597	0.0524259022711035	76
1093.54184	0.0524259022711035	76
400.33334	0.0524259022711035	76
310.1925	0.0524259022711035	24
286.08348	0.0524259022711035	24
197.07994	0.0524259022711035	76
234.10353	0.0524259022711035	76
195.1371	0.0524259022711035	76
202.09519	0.0524259022711035	76
188.14112	0.0524259022711035	76
258.05171	0.0524259022711035	76
278.09322	0.0524259022711035	76
230.16272	0.0524259022711035	76
396.2868	0.06301283855463422	75
206.09407	0.06301283855463422	25
142.09923	0.06301283855463422	25
159.1734	0.06301283855463422	75
181.03738	0.06301283855463422	25
305.15767	0.06301283855463422	75
398.21895	0.06301283855463422	75
318.16855	0.06301283855463422	75
298.11977	0.06301283855463422	75
294.25517	0.06301283855463422	75
203.16712	0.06301283855463422	25
349.1994	0.06301283855463422	75
296.15505	0.06301283855463422	25
85.05269	0.06301283855463422	25
456.35965	0.06301283855463422	25
198.1367	0.06301283855463422	25
153.04243	0.06301283855463422	75
309.16289	0.06301283855463422	75
426.31146	0.06301283855463422	75
214.1314	0.06301283855463422	75
361.20277	0.06301283855463422	75
405.22476	0.06301283855463422	75
300.26575	0.06301283855463422	25
454.25444	0.06301283855463422	75
434.24414	0.06301283855463422	75
438.20336	0.06301283855463422	75
564.36329	0.06301283855463422	75
204.07446	0.06301283855463422	75
150.05403	0.06301283855463422	25
154.0779	0.06301283855463422	25
300.06267	0.06301283855463422	25
398.13658	0.06301283855463422	75
268.16672	0.06301283855463422	25
412.20584	0.06301283855463422	75
198.14055	0.06301283855463422	75
151.02673	0.06301283855463422	25
115.09963	0.06301283855463422	75
169.0738	0.06301283855463422	75
218.16671	0.06301283855463422	25
385.33377	0.06301283855463422	75
135.06833	0.06301283855463422	75
286.21371	0.07525601333650869	74
364.23882	0.07525601333650869	74
250.1565	0.07525601333650869	26
243.14667	0.07525601333650869	74
476.22208	0.07525601333650869	74
220.08803	0.07525601333650869	74
376.16747	0.07525601333650869	74
297.26601	0.07525601333650869	74
274.12003	0.07525601333650869	74
122.03663	0.07525601333650869	74
344.13259	0.07525601333650869	74
203.11694	0.07525601333650869	74
260.06787	0.07525601333650869	26
247.12015	0.07525601333650869	26
350.24465	0.07525601333650869	74
360.26549	0.07525601333650869	26
506.19631	0.07525601333650869	74
264.18337	0.07525601333650869	74
228.09477	0.07525601333650869	26
837.53356	0.07525601333650869	26
480.30866	0.07525601333650869	74
127.09958	0.07525601333650869	26
123.01423	0.07525601333650869	74
340.20062	0.07525601333650869	26
320.12262	0.07525601333650869	74
451.27306	0.07525601333650869	74
344.14804	0.07525601333650869	74
284.21329	0.07525601333650869	74
147.03568	0.07525601333650869	74
146.03207	0.07525601333650869	74
220.15733	0.07525601333650869	26
152.05815	0.07525601333650869	74
217.14173	0.07525601333650869	26
291.11507	0.07525601333650869	26
178.04807	0.07525601333650869	74
190.09645	0.07525601333650869	74
1027.53159	0.07525601333650869	74
1568.84885	0.07525601333650869	74
210.15953	0.07525601333650869	26
261.09607	0.07525601333650869	74
156.11493	0.07525601333650869	74
452.1919	0.07525601333650869	26
280.10933	0.07525601333650869	74
227.04266	0.07525601333650869	26
174.14067	0.07525601333650869	74
293.12965	0.07525601333650869	74
234.10008	0.07525601333650869	26
382.32275	0.07525601333650869	74
208.14612	0.07525601333650869	74
164.1563	0.07525601333650869	26
186.10031	0.07525601333650869	74
483.23584	0.07525601333650869	26
237.09979	0.08920955205784928	27
260.10447	0.08920955205784928	73
338.2812	0.08920955205784928	73
339.17857	0.08920955205784928	73
190.1104	0.08920955205784928	73
186.11555	0.08920955205784928	73
109.02872	0.08920955205784928	73
278.07831	0.08920955205784928	27
189.07874	0.08920955205784928	73
264.14684	0.08920955205784928	27
386.1478	0.08920955205784928	73
507.33219	0.08920955205784928	73
408.28651	0.08920955205784928	27
242.06642	0.08920955205784928	73
356.13414	0.08920955205784928	73
212.11958	0.08920955205784928	27
199.16848	0.08920955205784928	73
263.11749	0.08920955205784928	73
295.13901	0.08920955205784928	73
347.1368	0.08920955205784928	73
195.05308	0.08920955205784928	73
379.19209	0.08920955205784928	73
428.15797	0.08920955205784928	73
262.09884	0.08920955205784928	73
574.31182	0.08920955205784928	73
384.13834	0.08920955205784928	73
385.14796	0.08920955205784928	73
592.32536	0.08920955205784928	27
287.28174	0.08920955205784928	27
422.21604	0.08920955205784928	73
924.71697	0.08920955205784928	73
108.02412	0.08920955205784928	73
304.12654	0.08920955205784928	73
480.29817	0.08920955205784928	27
282.10891	0.08920955205784928	73
277.20351	0.08920955205784928	73
320.27075	0.08920955205784928	73
306.12307	0.08920955205784928	27
170.07291	0.08920955205784928	27
501.28841	0.08920955205784928	73
354.31265	0.08920955205784928	73
202.12022	0.08920955205784928	73
421.28209	0.08920955205784928	27
366.21982	0.08920955205784928	73
109.06407	0.08920955205784928	73
166.03774	0.08920955205784928	73
190.05882	0.08920955205784928	73
186.10419	0.08920955205784928	27
189.04242	0.08920955205784928	73
204.11442	0.08920955205784928	27
230.16638	0.08920955205784928	27
184.14617	0.08920955205784928	27
308.12277	0.08920955205784928	73
160.08878	0.08920955205784928	27
129.0903	0.08920955205784928	73
135.032	0.10512243174781875	72
350.24297	0.10512243174781875	28
174.10036	0.10512243174781875	72
131.0945	0.10512243174781875	72
872.49468	0.10512243174781875	28
269.12883	0.10512243174781875	72
221.10503	0.10512243174781875	72
448.21187	0.10512243174781875	28
345.11659	0.10512243174781875	72
138.04284	0.10512243174781875	72
312.20805	0.10512243174781875	28
218.10852	0.10512243174781875	72
246.05245	0.10512243174781875	28
176.08364	0.10512243174781875	28
297.09712	0.10512243174781875	72
350.28095	0.10512243174781875	72
206.16688	0.10512243174781875	72
470.37507	0.10512243174781875	72
462.27503	0.10512243174781875	72
