Sample,neg_H_1_4,neg_H_2_0,neg_H_3_1,neg_H_3_2,neg_H_4_0,neg_H_4_3,neg_H_5_1,neg_H_5_2,neg_H_5_3,neg_H_5_4,neg_C_6_0,neg_C_6_2,neg_C_6_3,neg_C_7_0,neg_C_7_2,neg_C_7_3,neg_C_7_4,neg_C_8_0,neg_C_8_2,neg_C_8_4
label,HA,HA,HA,HA,HA,HA,HA,HA,HA,HA,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
Com_12344_neg,19178.8549961,16641.0639283,14499.8220709,9356.87483633,16347.9000597,11932.5401793,18465.6894019,11424.7101242,14136.0104235,10943.7690052,12481.677903,14687.4533916,13622.1883205,14529.7728209,10159.8796311,11096.0551577,10861.3602825,11976.2595458,12122.7256068,6784.91843433
Com_12359_neg,16611.09205,13565.1523203,16602.2055107,16697.0535788,19106.8889838,20114.2329549,21176.4388639,12179.1134314,20431.228661,14905.0769313,15752.5512777,14436.8697934,11295.2110187,25703.8767463,21002.6304125,13648.1600279,18866.1700888,22063.4561542,18202.140842,23592.2543951
Com_12360_neg,13686.0182587,7380.33638157,6510.59097128,10951.6547426,11552.0723003,17464.6425578,14102.2140942,7393.9885357,6679.46383142,19275.3708806,8510.05113627,10564.2316951,6743.72554885,11017.739599,6518.94861205,8318.00584739,12186.9217503,13543.7364707,16678.12944,15897.8485736
Com_1238_neg,218477.959137,528778.145724,453209.032737,323702.447437,590676.742223,567302.310945,1524511.77019,787430.549467,422334.294484,612900.787787,727679.238321,1084799.07359,543344.639496,825991.242715,682254.808084,571386.864498,626102.271481,638177.779341,580599.634054,991023.139362
Com_12392_neg,4619.40642581,14368.5267715,19408.5592594,20481.9155676,13027.5917717,13769.1888023,6441.32880055,6187.12370258,10850.8718892,8819.18827037,7045.2398871,11872.9103396,13712.5763791,8102.87576326,18855.6025292,2092.33966732,14988.2602164,10046.7828703,10395.5605893,5571.16036746
Com_12399_neg,16501.5063726,11161.5018362,13868.9171603,13739.3672971,18378.847705,17121.9297587,12969.7248494,8508.2920115,19629.5252856,12154.6814735,13388.6741873,13294.3957603,9405.67400039,24092.5338071,22473.1276361,10509.9430787,18470.2981755,19740.8704722,22441.851409,19131.1794264
Com_123_neg,11747681.1895,3548620.71894,6532288.49289,7593408.53608,13502620.0863,3906278.27011,3400446.47217,1600984.14401,14055779.7161,2466562.60857,8709609.90302,29874526.4025,5431474.31965,5663090.85803,4538797.75981,9873527.24263,8001430.40301,4067777.57034,9197258.0831,5553145.43899
Com_12427_neg,5289.99442239,16042.7325563,3212.6761504,1724.57654655,4438.73514808,5655.92015111,6535.80540905,1508.10425778,5119.29025669,8163.50997461,3635.8080368,2769.16976299,4929.41217284,5363.8201994,5395.12688781,5303.8146823,8999.64719058,5315.5247415,15694.0379739,6614.83178108
Com_12432_neg,10029.1639362,5745.94478752,5389.94445979,7326.60561053,15204.395934,8857.25936537,20986.6146232,7697.30977639,19883.3392356,1717.35821984,5977.18756839,4229.70826508,4127.33423001,9506.69370522,3395.11259563,5087.40914062,1922.53436827,14540.9846745,16411.9391108,6049.49790154
Com_12441_neg,12720.4195231,3032.78994143,5743.42323301,4193.14757925,4861.90270532,8074.14405351,9886.60515114,7989.57856367,13412.4252535,8937.95393253,7247.56534649,8645.81304271,5929.30397375,8778.81635428,4441.74953043,4587.37331184,5324.69418942,6838.35205999,22278.1459765,6896.93178391
Com_1244_neg,510235.485587,795823.208141,1317433.34501,810107.624545,714888.658754,1478528.85484,615371.716329,149390.136815,952952.251388,1257049.03533,400222.049232,590280.91759,600695.811659,1273284.62384,1420661.76043,773919.720017,1461819.94567,1409868.94112,1477431.47957,1088842.79683
Com_12452_neg,19598.7051255,5576.26022647,4694.83953805,3811.44870569,13252.5839648,4946.36887584,10254.5678563,8302.51465575,6327.36819889,4296.24462874,4760.07099903,8257.93818999,3896.58235553,11565.2603608,8703.15049042,5030.9255018,4324.08542229,5339.75847106,5923.37686993,5513.29122195
Com_12462_neg,1396.85475056,3247.06953367,4821.47400924,4927.88522863,2928.8075468,9595.22877006,2750.72004132,1289.94767586,1584.62729913,8290.68259866,4971.86009698,4490.89688887,2675.19226002,4427.95698793,9280.15530097,2129.91023324,19941.3937017,2735.20732549,1886.05016026,1831.45962889
Com_12489_neg,8158.5525337,8814.4102979,9564.81899637,8281.56983251,15059.8911611,14789.8101775,20423.2888676,6152.33384883,7631.03795315,13196.7954458,7484.87798596,10022.0868721,7912.61952446,12279.1087295,12015.8577598,6862.3315573,13094.8281725,13491.1245681,13304.1721614,9962.42534442
Com_12492_neg,8803.55307854,9257.35305291,8017.76978282,12961.2327661,15301.1344068,14921.5200289,17508.5473965,15789.3060936,6399.96717677,9018.98175642,13077.2582976,6008.85348496,13080.6756474,9801.29083809,14778.0267267,8778.34553772,12484.3916373,17441.9103109,10784.2609328,22439.182921
Com_12500_neg,5565.48481861,15488.0629226,15098.5883711,15104.8893487,6904.47311471,11088.6841641,10871.5647158,7429.5321787,13445.265594,5797.59708203,6507.04920727,5221.200884,4558.78096164,5596.35315054,10496.3853147,3096.52701134,4427.07636586,13298.1529262,14269.6043868,14287.696002
Com_12508_neg,1667.95639121,5743.64182801,5251.5526609,2640.83730854,1949.04061114,13737.1048809,2145.70234512,5461.05593325,2538.97032384,11556.4695431,4451.92628919,1812.05958238,7782.23021167,3295.40310307,5144.55709306,9716.09141688,19578.566935,5929.87281683,4783.0433825,11548.9480613
Com_12510_neg,6040.51346775,8182.46075508,7923.8009946,7533.91721342,5733.68258658,9683.19383986,9185.26238447,2394.59086055,19192.7414302,2351.13630785,2648.82870518,2541.01542739,2580.56747802,4314.06559276,2715.39625819,2386.04918786,2225.88010483,11468.2543629,9855.86443941,11257.0152947
Com_12511_neg,6988.56797102,15429.248473,5417.29071721,5058.52568552,4216.6102634,6852.51239238,8831.86468935,3746.33995655,6008.75622437,5596.57049463,6538.14767171,6131.51476827,5183.7087938,4739.56265676,5369.30370655,4433.62201995,8618.84233381,7652.91388175,5890.3346842,5409.3392131
Com_12524_neg,3655.08701736,3100.29059395,5656.91879173,3035.84596964,4116.42382748,3267.02473141,7548.29256518,2901.42306599,4143.88347494,8755.7358367,6174.69031548,3325.41295129,2997.06753466,40550.3253399,9306.12226583,9140.32673202,7844.54528084,6866.67556292,6205.96084121,4287.8722333
Com_1252_neg,477095.591835,301469.038841,237300.374291,257015.976006,384502.041558,278848.126965,1500374.31542,130311.084458,450747.935378,274449.310322,160299.794021,298337.340189,600078.763225,703568.035829,371640.498884,633207.069135,450472.305539,352073.454837,1180952.98445,451259.675671
Com_12540_neg,7527.28539848,10797.6185742,11481.8818863,9085.74661474,11563.6118592,15105.9323204,19966.6291013,11384.2454267,14084.7687819,12652.7524199,12272.6618054,10591.72008,12373.5812473,11300.5334294,17813.9699997,13887.9314681,14892.8156047,17212.7746619,16832.8298516,15606.1978815
Com_12542_neg,5371.15672417,15206.3641046,4557.95664412,3561.13685666,19383.1500646,6480.96372593,18328.4576969,7249.84755892,12082.4895305,2879.72223344,3008.16628223,4465.87389069,4514.01991369,18582.3881295,6475.27092886,8799.28895413,6643.53200998,4884.19990511,9321.1454829,5194.09342357
Com_12549_neg,3173.40662095,11942.3346854,10420.8066929,5646.20621605,5977.37218253,21629.2637029,3115.89299183,4523.20541119,3273.17691069,15476.7600245,10298.8749582,6210.30909961,4298.53427295,19794.4862271,15600.3492466,10165.639553,8912.90591367,4819.58109771,4582.95051267,2734.54174358
Com_12550_neg,2819.1314871,15034.5202697,14239.9475261,13774.8187194,4966.61156663,3474.53960337,2209.73460113,7114.68752905,3021.94675902,17635.1106601,9820.35737336,13278.8389454,12422.4711102,5238.13141821,10735.2479849,8410.90528107,17323.7521263,4154.3897798,3145.24146218,2055.04320414
Com_12561_neg,8585.9786903,15014.495561,12911.0530723,6101.91862534,8602.77512259,15158.174491,11683.5815391,6227.19783404,5932.04997876,8763.07329124,9259.96379112,6511.48263594,7601.23587306,16737.918918,11142.7576541,6827.56110876,7824.50102492,14081.8003296,9322.59812805,9429.67604564
Com_12570_neg,6419.03339206,14912.767008,11929.5002731,11149.3879271,8375.08055681,19060.9339706,7231.781327,6650.13759742,7673.41477901,12330.7408033,7865.82354613,10282.9552911,11915.613051,15369.2715375,15521.7485729,8146.2864164,17046.981121,12789.4738158,9267.77456723,12693.6256348
Com_12571_neg,3861.09736519,7347.44699786,4855.81049512,18773.5620257,8486.45046237,7704.38405214,4085.1426843,2497.08079014,4418.75425894,3297.33809875,5935.81262925,3514.3145665,2917.6428926,5299.56877575,8056.06617159,4638.39650978,4207.43413405,3247.40676722,7017.45966101,3038.4144864
Com_12576_neg,5449.39110929,14872.194479,3669.44395955,4879.85856858,7029.12532077,6990.54955062,4631.85625337,4923.41600457,3751.29552992,5364.63196205,5971.07180271,4685.73965497,5277.67707376,18068.988565,8937.13942289,5216.97182498,5918.38065553,6771.80102657,5825.25321936,7306.74295735
Com_12581_neg,9287.19047754,1864.93065676,3227.96474262,1713.90297837,20641.4743424,2190.95885878,3329.29888254,6347.13266152,2729.12255513,3888.28422505,3080.76942389,1866.99879205,2341.46726252,6388.40366002,9566.48382625,3158.4187239,2754.98864993,2740.90993449,2323.29764128,2953.60831086
Com_12585_neg,18275.1673923,1505.3911238,3890.03084948,4612.95624348,2809.97039737,15441.0354137,14923.3407955,8907.35902016,5734.55676236,3949.51824489,8125.43764328,3063.04379029,4091.64813973,2735.12838844,6024.24521125,4744.49989483,3545.52292176,7761.53535672,5349.89068384,3005.75393195
Com_12596_neg,11711.630458,12075.7352315,10462.9639961,11529.852779,20501.2655776,15471.6139987,17775.9067626,7051.468335,13788.8484913,10189.7494891,7419.43334011,8176.52004644,5881.8799044,14432.7044151,13635.1687677,10701.6651831,14800.0307021,15403.0039153,18240.8734352,11880.6590429
Com_12600_neg,1950.81035049,3426.75074709,3739.69074168,3365.96462293,3632.30788386,3786.12284401,7788.45912663,6081.49431225,5602.39181868,1998.86132827,12371.4591736,3670.07624758,9725.27047171,3994.28074734,20340.8348873,2835.50860885,1903.89733019,3207.86641173,3733.34534214,2312.11809459
Com_12601_neg,5168.50416282,2226.18479762,1464.29144263,1337.80935536,3189.74656562,19221.3124704,19247.6170713,6389.6439814,2634.34581373,1405.16609075,2203.19674955,2296.292492,1979.62496328,3383.37107995,1842.08325094,1291.56275676,1535.89493787,8886.29053398,12761.8117555,6972.50691629
Com_12603_neg,5990.77072703,11772.3840547,7621.18586628,6762.56295203,13150.0891031,20984.0337099,17805.9815139,6602.1646551,12759.8202031,6582.2472691,5500.69368219,6766.64945256,6115.63428036,13068.9319547,7742.61559192,6575.90276625,7325.04057125,13447.1807866,16048.4010073,13924.9948757
Com_12604_neg,11773.6102198,10128.2903775,15012.710677,10713.5657226,12195.8385541,17588.3155483,14550.4440499,13743.3917422,16903.4365019,13048.9055042,11050.9516806,12623.3600388,11175.607674,19269.2765762,14969.2593262,11114.9832047,13845.8314013,13764.0985052,18228.4381378,15976.29971
Com_12605_neg,5014.8415407,3382.16251736,11844.8725474,5597.04658488,5735.19793873,4273.47396097,4376.77295693,4254.05196118,5612.45777934,4642.51822041,6113.77679885,17997.1696561,14278.5731515,14646.2495757,10648.7027388,8923.04357172,7567.93379298,5350.41399206,4509.53807681,5619.97283074
Com_12616_neg,9874.22083584,4961.64833129,5682.46737703,11540.2775602,11496.3654499,5767.06624971,7864.86202217,4188.26283477,18064.8229176,3208.69155398,11501.4487219,8266.46241483,7446.23016253,12535.8606938,8066.2186128,8426.302405,4249.87442175,9455.64522497,10985.6022301,9294.15212061
Com_12637_neg,3452.58122798,4073.60892228,4889.71067282,2939.38422107,11317.443876,6994.0553988,8493.38363612,2572.77508931,5499.20040737,4421.35566328,5349.68054182,16952.1853011,17032.7997031,6770.02701688,6788.50880137,12094.2169766,3993.27712741,4906.72170879,6829.19387508,5197.04343731
Com_12641_neg,2651.6015287,7505.6314128,5799.63006856,3123.90446109,5133.4716725,4029.65167483,2624.22001101,2938.28407121,3100.11626474,12086.6262313,11832.5302136,11213.742595,7571.46587626,13729.0909616,11676.4906668,14329.7808337,13270.9389307,2964.03323082,4241.19189106,2669.96922535
Com_12646_neg,6033.33333087,7807.37334584,8180.5168294,4425.60907901,7733.91605605,10668.2766796,4248.1768007,6562.51407488,7450.30490683,16563.5602259,5288.13341335,14775.7299756,5057.62948554,9957.17667391,8877.24806718,5615.53915523,7212.8602491,6100.91632922,9852.91462322,9961.18898829
Com_12651_neg,3642.15132956,9431.19452869,7828.33995944,6081.82254476,11206.0250252,10291.9125233,4847.74597889,4988.7896731,5515.32842714,8511.12611587,5582.23943162,6301.40916361,8136.72587577,14172.6818907,8082.66977802,14242.7702532,10430.7064782,7078.0144438,8133.37984051,8434.27090986
Com_12655_neg,10231.1363413,7704.19019833,5199.9830398,4759.46045856,15438.8007833,12991.87745,10027.7859747,10605.9347177,17529.6133984,4250.92719589,5114.94477416,6293.897009,6852.50013218,11353.6713158,7909.02784631,10335.4534174,5618.28980942,11346.4683701,13780.0497491,8538.49769247
Com_1265_neg,464756.438687,284542.629793,561970.425957,300713.636218,244809.833279,548114.201344,427893.894265,204450.528074,424601.755203,1312955.22912,123551.918112,319819.608649,205930.496435,506229.642011,307348.583193,300034.885005,911392.337505,391150.490637,572495.286002,513161.485854
Com_12667_neg,4129.83476953,4115.55853235,3800.25095662,2417.74589433,3000.13848707,6161.54843176,14608.4134883,5387.19100384,5733.09566324,5507.36396349,16738.2185215,16441.4990761,3824.59964013,8581.16563374,4617.42760368,4796.2647806,5116.3587706,3921.56113662,4743.87434744,5624.88201476
Com_1266_neg,539295.847149,27549.6756316,14091.4049283,8181.01836333,223920.239373,12229.8024892,535876.039831,67895.9682804,1394306.50954,6785.67093349,28350.6986863,137535.986641,198430.266388,57792.7582502,36584.280998,99272.3150734,6296.87860946,17918.2598572,32255.0624484,35099.8646413
Com_12673_neg,8117.38200014,13830.2597815,4650.02812301,5712.72022348,13538.2341003,10715.7893476,13180.8014699,9092.42218384,9288.97458381,6163.4618547,4858.6426689,3573.38619776,5178.23635505,20041.0206573,8378.00076213,14089.7829724,8970.53761918,10366.6628523,10734.7192475,5686.15960548
Com_12683_neg,4515.28670537,6565.55825494,3617.42067878,2898.52271105,19358.6867384,5140.73032525,8699.95533962,13331.5055635,15979.9191819,4459.12347484,10717.8119319,8661.37414239,5759.97033763,5495.40398728,7429.25016691,3190.0876645,4901.69351723,15767.5921314,9650.48957142,5296.83495391
Com_12693_neg,2824.40190594,3197.14262037,2989.03160915,10138.1230117,2447.94956311,6265.41271468,2739.74990605,4329.73661361,4765.70495977,5966.42327788,8902.15228968,3256.05897777,4080.25512483,5113.06833126,7905.63033886,13933.3998721,16921.3058402,6820.27933458,5309.56897777,2877.26987893
Com_12695_neg,4020.57517402,1737.77453734,2231.23338638,2230.89194083,19209.3342599,3068.5000902,7541.05328637,7970.65952336,4825.38843385,3263.92388836,3532.09565922,4672.70677193,2600.37380337,10662.0159524,5154.17095806,3387.86438386,2209.32128409,3668.56511487,3444.22274344,2488.96219744
Com_126_neg,2020493.14284,23279588.1544,12247848.7542,9780727.68599,1506921.38483,4062892.31588,51906.7408846,2157363.73153,867136.604946,18217264.3506,4778050.13116,10319502.4465,8832268.25409,5088318.2561,4700139.82423,8429276.32332,23683522.83,4505330.32571,3841934.36968,2650586.15134
Com_12700_neg,8817.52659042,8297.9600277,13130.8134771,8128.37780544,6861.11089378,10151.6640142,8063.32791716,7605.83007017,7930.48509633,8505.55613904,8366.74076033,11324.4828388,7003.77695964,12471.0668677,19075.4550662,10415.2898015,11861.6352923,9517.33017454,10823.1977042,10808.5722722
Com_12703_neg,9015.73215733,4433.27929751,2850.175475,2869.79952745,13927.062443,1571.69311854,16220.1173232,7468.73743656,16711.203787,2704.35569171,5622.20900508,4345.48592311,5282.15179558,8102.41838895,1906.7164967,6023.80988912,2718.55227381,7838.27385233,19204.1520355,15324.517173
Com_12730_neg,16739.5924223,7830.77300762,13346.878191,7987.27805178,7936.67574608,9307.0446522,14616.5865235,6023.55666397,13004.1484659,11703.3254046,4567.1305434,4738.09854364,8265.46757142,11993.3528977,9442.28725455,13643.1748955,13668.8624838,8282.37653421,12056.1919159,10974.7358584
Com_12734_neg,3014.77722596,3524.73018764,4287.59327508,17004.6829807,3277.10056864,2675.00031614,7805.69445098,3320.02869636,3401.75218094,3394.5338917,2488.18870641,2883.38149464,2500.77430679,5122.94846454,2900.6807312,2432.03232504,3664.45909994,2786.0398244,2992.97179037,2959.69015034
Com_12736_neg,10743.6324925,9235.44368198,14034.3391486,14931.8869718,15979.4251796,13566.7983655,12361.3756325,9332.00112818,14881.5082279,9017.74358427,14616.5866706,13573.6053952,9053.28448511,19198.0027116,13875.8579305,13594.4781458,13976.6178437,10609.8546982,13174.7023031,14119.1368634
Com_12743_neg,4119.01662083,13410.9725519,5333.7383571,5517.99550635,9079.4867281,8492.72580039,5053.56487358,2401.61725477,6750.50449974,6932.78047492,4205.41361571,4436.40039439,6444.14910948,10757.7966624,7575.74880684,6899.86789587,9615.6808989,6418.75332493,6098.98246337,4984.01407057
Com_12744_neg,4028.5454808,13400.725513,6975.28959962,5894.92836744,5037.21264418,4994.52889825,6045.59329644,4011.50751318,4686.79800378,5511.55017898,6237.24111054,5708.95980437,4626.73710727,11297.1534112,6753.24405097,4882.91293713,12957.5771271,5372.54799346,3719.05551134,5151.08922301
Com_12752_neg,7619.89667165,8151.06105208,8837.08023472,5796.06105157,11295.8027608,9545.73416878,17488.4358193,9488.27504293,10607.7392599,8885.79363146,10471.8865578,9293.12789783,8203.3567887,15594.5084186,18149.2284257,8826.40110335,9021.14603517,12598.1005843,11692.8466725,11007.0367084
Com_1275_neg,93864.2832002,102093.014443,73004.7777921,77052.8753344,103558.491849,84542.357332,71952.5857114,118926.652421,87609.2667933,82062.3151039,1329305.27926,113006.42489,164997.537936,226802.216435,217758.353675,142053.250451,53677.4799198,86128.7750966,68377.6307465,74432.6798183
Com_12765_neg,16345.004818,2120.68469449,2102.07764376,1816.77364814,2247.62719783,3768.50708564,2567.11434457,7949.26122968,2158.73803936,2418.49056499,1886.57631921,1914.00778857,1831.07385651,14877.1952759,18249.2563654,11431.6778,2610.74703257,2360.21495986,2556.27310289,2667.73608502
Com_1276_neg,166707.89875,67459.3873344,68391.0903306,42410.0830078,886053.998922,41651.3973061,1328406.49584,1333872.49598,163587.695193,66891.1972522,102777.799016,137952.52626,160176.237655,83701.1511754,69334.5444987,81552.2638197,52940.0265733,64226.8039662,92904.426714,75454.53891
Com_12772_neg,4673.92880099,13161.7492704,6060.73454709,5812.73521888,10321.5461715,9135.13072498,7899.38865982,4596.38125976,11973.1136408,7663.2531372,6645.59701608,6367.06685482,6908.77980573,12516.673863,8806.66707677,8136.03225736,10855.2341684,6892.34646527,6967.49157266,7373.64695545
Com_12791_neg,10444.3996114,7535.22736197,9365.70006319,8636.31096454,11855.4974265,11708.4967147,10252.5205539,10225.9067218,9765.327898,10601.1894919,9554.10535686,11046.9067798,9934.97740241,10736.748351,12352.2304406,8014.37874688,16426.299609,10634.5652419,13008.1344384,10279.2449976
Com_1279_neg,333981.825564,193931.972168,453824.908034,212241.923654,195076.730635,235623.390752,333960.704452,145577.041847,442962.831968,1289671.00188,200887.897565,354768.883027,293186.456238,442039.489454,250394.513794,637916.823418,664450.856827,364884.244094,336645.407614,282181.052751
Com_12808_neg,13679.5707273,6448.86570502,4909.5645542,11607.1103864,10643.9079901,15009.105225,16877.8468427,13371.3438891,9118.7525991,2079.97979616,8428.46991619,3334.17130397,3249.71446326,12023.8323894,4617.41853762,1873.43795415,2229.84868112,15311.1305704,15192.3635048,12048.8420065
Com_12815_neg,7322.59164185,9638.98173312,8626.04214705,8817.94763411,12002.0711089,13929.0596337,8035.42919525,5261.63209636,15892.0519744,9944.76219417,6611.08367067,5899.95211404,5635.51685076,16367.0989861,14213.5372616,6145.46862884,15557.0214223,15464.6138984,10428.8710203,11682.6665232
Com_12821_neg,4810.47420799,12758.233109,5765.33532021,3153.91300979,10840.7245668,7539.88823646,12448.3907084,4570.28450397,8620.44585301,4401.78250163,5194.47029861,4861.25084981,4390.19616047,7735.24592414,7996.88370249,3912.43386434,6407.33709331,8671.48392176,7330.24033514,3838.65258962
Com_12832_neg,9213.76150882,12662.9547727,6986.43007052,6800.74927342,12740.4218681,12506.9449425,14272.2780943,5988.80746292,11162.0668416,6754.8097867,3135.69493638,6562.52703959,2592.39563937,4568.08039226,6062.43399583,4076.03851373,5440.53531275,12073.0095953,15945.4973285,11686.3732759
Com_12835_neg,8740.14707333,12619.8125573,9621.44035165,3645.80249104,9166.55737246,11370.7316409,12445.2460018,7507.58639247,11128.5896098,5203.96260038,7401.80427964,3775.56372549,8007.15035107,11339.0860425,9145.29555242,7759.51175499,5314.3270123,6627.47320616,10257.6632899,8938.64061438
Com_12841_neg,9435.46490407,4390.07641294,3088.29308405,5045.84455333,10518.0804794,13019.6834689,9924.7008906,3839.07953018,6301.17049934,2304.86132903,12505.2797733,9943.71346278,3695.55336727,18123.4735538,7858.55553152,3152.08619267,1824.886308,16758.2320509,9576.54702561,12810.1531964
Com_12845_neg,9704.32220019,8969.30813062,15290.3478808,14653.8866371,7002.81069426,9539.59983569,7763.22721364,7208.15015305,15166.3168895,13889.6056497,11704.0362102,13061.3577127,14406.4805759,20559.6817142,14283.4862943,11931.610175,12236.0559838,16650.0818333,8526.74012835,9991.92652398
Com_12846_neg,2652.52161808,12467.9463379,2806.15769054,1892.16402504,4782.44513194,2549.91817093,6135.36551221,5623.51141315,3485.86416882,2520.08141041,2434.66566789,2548.67660201,6118.20529884,6299.02343632,3581.02576151,3596.58704895,1611.9572479,2530.23515144,2136.94908457,2155.180941
Com_12847_neg,5057.42410441,12457.3714121,4686.71944267,5330.83221795,3280.19823048,5885.68118781,4603.84064645,2521.54526087,5943.19505399,5945.1560701,3619.24364002,4984.48320028,4505.20378592,5040.33972714,4086.71447412,2667.0565576,7744.62861656,5284.50079397,5753.59254164,4843.4486286
Com_12850_neg,15337.1249106,1707.01412671,1129.6085754,779.834173462,4760.11857388,1344.16770078,935.459538405,829.388712701,1910.39498952,1080.17163622,2065.20576889,3389.04421193,746.993322429,1821.51306847,1905.14034581,2094.11688311,1175.42045843,2699.8878706,1730.29874576,1092.87878922
Com_12851_neg,5337.66825973,1798.74751983,2197.85752113,1562.97122722,3880.31831534,2311.53660388,3576.53553596,4852.43989946,3090.12140011,1844.25350893,1416.7729484,2618.41993438,1404.1971494,11780.2128544,17196.2445375,8082.39067588,1959.16723809,1564.84890878,1753.10988579,2066.11834827
Com_12861_neg,2506.94544307,12234.8318946,6610.28041237,2945.28768174,1224.69311081,5813.88674478,1496.30319696,1555.49787544,1988.15546743,3694.93164731,2494.99658085,2066.62576418,2091.8986033,3901.2435377,2860.79619648,2504.34732244,2236.24994822,2174.54744009,1643.29808691,3366.53890094
Com_12865_neg,5093.40872194,3232.91503287,4321.92438061,4060.47851928,5273.74683222,4492.46059642,6023.00554303,4603.71949616,6053.38436652,3845.51751102,5481.0026496,5364.0064037,4211.84991425,6983.88131864,5062.18431134,8247.26608111,15476.3870456,4844.8845131,4828.12085439,4902.27707995
Com_1286_neg,114767.826084,104296.496262,29670.7149144,17828.3293102,185097.274655,15375.0665264,1434305.01387,135790.792506,211736.67765,26000.1198287,54754.7442948,94622.0036471,29470.5268638,22860.477603,39183.5068,22463.4317953,25306.7747435,22380.0500065,28897.157573,17095.8501884
Com_12891_neg,2390.07923107,12011.7702974,3432.52894524,2670.69445316,7107.28100117,4758.92454809,5144.83191364,2604.76033872,4479.34344532,4034.3062722,3689.26104484,3049.76928339,2520.48259269,4620.94989308,6433.42633685,3395.24404018,5098.50671641,6518.77131076,5261.14707505,5320.2860016
Com_12903_neg,4830.83000318,9397.37651399,10147.8082992,8942.48781531,13209.3506912,14121.1955735,14487.7236464,7594.59890207,11836.6352604,9395.45654506,10229.7449405,12754.2325744,7015.47303091,19635.2677687,16469.2070608,7924.2284628,11386.4001795,4957.57898948,13393.8768692,11715.6962191
Com_12920_neg,4320.44134522,8710.54754707,6877.46668095,5116.99439118,9250.48583507,7280.97305691,14089.5324188,5930.90346027,5271.14636646,7450.22864285,11559.834408,14443.5567151,7154.5766393,11822.6636696,9968.98875556,6553.29237107,10616.972994,8158.95571058,10452.9697718,12830.034169
Com_1292_neg,1027751.13052,552106.32441,717814.374633,731157.694809,986619.14295,938723.327039,1425714.85065,649602.923866,1250746.6879,565120.129055,898889.471127,1040839.95147,621409.666098,1372628.16388,991082.835626,662280.211799,795548.553255,963066.878431,1418735.1416,945225.933063
Com_12940_neg,6222.48067758,7850.5431584,9121.97786724,6146.14388237,12328.8419614,9751.10955593,7615.66066201,4205.23559932,5950.09129554,10484.6167018,7062.44403515,7567.0990762,6609.63323962,13162.2255556,7991.12279781,11535.9171026,9789.76938399,10222.8607234,9007.14118483,10136.0832702
Com_12946_neg,5311.80586979,4389.33373353,6163.30116609,4697.90429759,6727.76466594,9353.81385171,9573.01178562,4357.07767951,12981.919543,6036.70830656,12554.4591453,7632.03717112,4617.67171481,13251.7684375,9882.02058437,5269.76833967,9266.65794702,15162.7223173,9832.50596986,8149.50318052
Com_1294_neg,894410.414248,520657.030874,673160.635008,808425.091758,878597.883433,1198711.4294,1069215.19537,797902.614027,1209289.08089,430645.554989,1296980.65774,953025.84056,925257.074113,1408964.12209,1338397.64807,785836.930246,830287.9043,1263374.801,1225662.51102,1124855.41861
Com_12952_neg,4235.55598702,11336.4278042,12516.6165633,5019.1060659,7416.40335629,6422.56536494,14758.0930547,5690.61423863,5133.99987616,7448.39510223,4520.3444516,4268.96506853,4043.27283846,7638.79617155,5307.12209682,6421.07209851,9461.00226777,12893.1759581,8250.73170389,7420.59438062
Com_12958_neg,3316.241794,8826.7816574,3540.71952528,2021.7548318,2697.82756132,5988.84512374,6867.50672859,4122.39067691,1849.30929717,3687.64308691,6431.65915319,3323.69290735,4367.07689769,6774.75281542,3188.39848499,10002.4989493,7854.48555608,7569.03567168,4257.37203349,16312.0421091
Com_12963_neg,4727.22920142,4286.63737603,7810.19021498,4003.5382213,6959.33717219,3002.73504819,3839.06602497,5859.61713936,5094.51630424,13143.7787803,5437.86303543,4860.94868717,5734.95777449,3963.81153403,4231.88127288,4066.05448857,3178.35911132,8430.53537324,5233.94318526,2530.06570319
Com_12968_neg,7164.92995704,9188.25074408,5732.87697415,6961.47187253,10758.9836595,11706.6469208,12053.2954976,5871.4444729,11260.2034639,1864.50972987,6365.18421156,4467.8403069,3235.14467553,3734.91379648,4970.18279225,1983.13344513,1909.09314106,14984.0338133,11227.0597324,11549.4636967
Com_12977_neg,3338.96345675,4123.80479795,6066.64574785,3160.11120139,3828.87314787,4232.44573822,14619.7382668,1898.99477629,3003.00051076,3784.91242026,2453.05368309,3816.51840875,2508.40881755,4006.78717658,5671.8606137,3684.06557316,5134.33133018,4816.49839173,5648.80452278,3526.04633238
Com_1297_neg,70043.7776086,1080346.61099,53499.4629773,52068.802987,106553.631958,49811.5140079,237031.606536,166470.764622,144868.702015,34336.3479727,88752.7095508,125308.738008,86707.4728594,18012.7519775,79981.7492405,38180.0603331,38078.1780924,63841.8451303,36643.5324349,29797.8562443
Com_12980_neg,5033.39738901,7658.720851,5794.86777575,4886.4796992,7731.94347883,6150.01082334,6682.71934963,9317.14105757,6934.70791136,5967.73300749,5980.5143021,4782.65943874,7351.00782555,17274.2060491,5394.61629742,2879.52036042,9200.92861667,10457.6008266,9394.14941442,16062.2185609
