Sample,neg_H_1_4,neg_H_2_0,neg_H_3_1,neg_H_3_2,neg_H_4_0,neg_H_4_3,neg_H_5_1,neg_H_5_2,neg_H_5_3,neg_H_5_4,neg_C_6_0,neg_C_6_2,neg_C_6_3,neg_C_7_0,neg_C_7_2,neg_C_7_3,neg_C_7_4,neg_C_8_0,neg_C_8_2,neg_C_8_4
label,HA,HA,HA,HA,HA,HA,HA,HA,HA,HA,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
Com_3099_neg,109561.700766,43371.3566843,110789.878478,400534.713849,42081.1394243,132639.108708,80585.5095379,156363.552576,152320.345186,62911.5384132,92923.5677049,106059.508945,114092.843639,83907.5586839,103199.147167,178599.863451,76051.2681706,96032.5326663,166616.00511,105253.889038
Com_309_neg,10026715.149,214401.365382,97893.7763203,76967.1108495,410815.724979,480473.328429,467569.708964,243150.773113,185741.016005,35277.8856302,558708.538925,167086.904959,133570.661542,255369.08929,141915.375086,58392.267337,33609.6114952,1733605.33305,2016073.94012,2291410.24232
Com_30_neg,20665064.5202,30459905.547,23451600.4966,17465164.0866,65322980.9012,1207446.39885,139361215.901,30870798.8735,72580714.957,472344.854436,27046395.3111,37070567.1284,35554404.6212,107213926.585,51749308.8492,12111273.3495,1623269.48515,121625626.547,12376006.402,157716294.724
Com_3106_neg,111700.797759,170908.278399,4241.63085178,2886.10497967,29575.4832162,7924.86990092,415878.970572,106692.107061,39418.2109444,5597.8435868,7189.24446064,6888.52595078,6782.2190691,4996.40374568,3116.87687486,5912.51906822,6909.65446449,4952.35934597,7833.20856071,24940.3863112
Com_3118_neg,53873.6177165,51474.1999994,22496.4769453,23797.0684625,43377.4973615,42107.8936617,411557.605013,174825.165958,20890.348908,27955.9536669,68082.428467,55560.1461111,37426.7219244,13371.9245373,31218.2001149,85125.3775537,15102.5815634,52761.9910725,8423.88850722,26844.8864892
Com_3124_neg,294586.594956,194645.442654,230224.668393,241692.834768,306854.643461,343470.270917,205604.37361,188936.872933,350324.555762,289649.389048,307172.576733,368260.914474,219881.678534,410659.009701,414163.183361,315471.456643,362888.768738,334618.654888,344790.622152,299978.558965
Com_3129_neg,143520.540743,312229.299377,198904.072814,160746.144053,336307.157918,331818.718314,354801.526054,153666.837918,339602.177028,291637.900041,207578.000827,145336.353983,149912.011289,314335.039413,381927.824744,228528.183744,304014.993436,414640.282988,404822.986317,192311.835796
Com_3134_neg,144516.408265,37095.2328647,34137.9545017,37510.3281732,81657.8709468,61324.9985446,226636.774531,84750.2372418,69888.4470219,33103.837773,80678.0232262,382964.550622,60541.5182857,89366.3107174,48818.6590231,43053.6752292,53856.1238549,41214.7803284,37737.0839238,104472.90265
Com_3138_neg,43763.4375339,20032.7122254,26895.9503465,134997.780421,136784.811826,2853.89741456,41292.7296323,373960.535309,110127.868847,3190.3908684,251845.094784,217186.845546,55051.7124469,53595.2363334,21844.5526972,2736.79613847,3524.34127076,2221.80807741,3191.25620123,2457.56739707
Com_313_neg,5300963.82398,6802473.51864,7411467.54379,5367886.91875,5844665.67664,10438027.522,8750698.07689,5011925.07853,8808575.80851,8476860.9704,4198483.20896,5539704.17355,5226745.61109,4345909.56264,11124986.7191,7451246.56356,5678955.28828,10359738.3319,11029900.8711,9274308.55688
Com_3149_neg,96985.6513684,110513.908721,74440.0454523,57795.7307494,129634.129773,51341.5214827,52150.4875457,41233.275906,34519.3348088,82671.7183531,82136.7292935,110111.266303,77673.9827879,52413.6959068,70400.2161705,31945.3437929,392398.603039,207107.329852,45354.2431775,95876.1184031
Com_3152_neg,17827.6616025,82591.3306012,81631.830702,55296.8096036,28132.405869,70895.6362446,221089.395829,78033.7525123,13506.4895627,360825.250407,24648.1144333,87456.3258968,101731.120915,21555.9509026,55275.7509471,83739.1002614,135245.498224,26993.8024166,30170.374738,68788.153819
Com_3156_neg,163766.082049,139344.52728,111710.712856,197758.159862,225807.731837,337401.724177,405103.791641,126369.916982,210380.839489,82467.7931811,281304.9937,147523.560451,101189.919749,182925.663482,125775.638546,103878.602894,86429.7952541,301025.061345,202725.400702,170520.548749
Com_3157_neg,321446.480586,34261.1011152,69046.8825587,88404.1724169,97489.5115476,33019.2954723,33535.0963652,13718.8406566,383560.295826,62965.4818963,34097.5248756,81934.662139,52107.4434774,115944.456951,48062.664186,97317.3116267,7683.24395371,74707.4567701,56220.84645,39462.0140294
Com_3159_neg,15835.4947554,51540.1783292,89986.6546554,70233.7440208,51010.905058,119525.659824,67792.6079643,22285.8617352,18291.1152965,276058.841814,32303.2402454,94764.2908421,40127.5293507,152479.818095,60042.5534768,104718.512356,390859.903153,27369.0167328,53465.2889679,74568.6111857
Com_3161_neg,80302.5517898,17004.5805003,31082.2685447,14861.964496,219889.02349,28682.8939742,25903.4436429,26606.2635188,46710.0118506,29523.3162623,173427.304754,378544.748484,283811.098527,72681.8342682,81493.2534193,259337.872416,49524.515182,53969.4563774,58790.8826459,55972.9676973
Com_3182_neg,29100.8377537,304832.881887,21968.4841587,20649.4746036,214032.260444,56020.8500477,63319.3365732,27643.1175622,109970.883684,38297.0201033,30084.4619906,52699.9763619,32043.4262196,65909.7959958,45582.1297574,39143.9038026,65739.5337089,44103.0111284,44733.1834584,43460.4165333
Com_3184_neg,130270.298531,79924.6894123,82491.4568294,82089.4310465,69440.1858542,153751.416832,141686.426812,78547.8141355,56722.7384592,147486.12884,31164.5980151,284929.746188,109023.049799,315485.96606,421684.013803,270656.934368,128449.960796,59989.465215,174976.717801,121219.190108
Com_3206_neg,95552.6737101,127946.12515,41474.2190628,24648.1930408,99415.504043,195480.700804,395399.796633,121241.065296,85045.7694486,52987.1014678,61860.7854757,113088.396321,75596.358876,72458.5826647,49350.517608,38385.2006151,37543.3104965,236072.946395,303757.601928,180027.324436
Com_3208_neg,162728.441125,204177.190095,140052.953938,116734.84008,317274.715528,148990.548355,394581.184749,160860.628268,276044.525938,156033.856086,98913.7319521,82271.5626467,134200.850813,216163.268965,192147.782721,177973.245528,308860.158379,139684.861911,160001.430325,151359.822678
Com_3210_neg,137226.566339,71406.9490407,85021.0415073,86392.9526505,194913.687299,66348.5029931,127824.910273,152262.533617,373859.127224,61548.3812261,267408.111134,246360.372534,115532.012568,228496.834151,163531.706237,82534.709404,67553.2999325,115514.290537,80051.5528195,114489.610756
Com_3215_neg,194555.755503,264368.993237,81833.169052,250962.784467,370620.818373,425291.567225,309777.577052,140021.26227,172091.365262,223703.611292,207455.23036,230037.784468,140000.597429,463509.213288,336615.471405,158147.886109,278448.137953,399853.231995,354371.892039,364561.531513
Com_3218_neg,1858.92452362,1708.08374608,8685.8103854,1655.12667481,14605.1608516,5933.09819658,5713.9175523,1618.94631711,2101.63672874,321311.738578,30805.8159702,3882.36055223,4306.78858047,3803.32018239,2852.32470732,302095.261504,150631.855282,2530.93286014,2591.33027654,2311.61299404
Com_3232_neg,139570.545949,103521.670388,3024.6543811,2510.83382787,30445.4376178,3844.60288359,390423.124219,107619.70999,26126.0339594,2507.48138534,9438.67092938,3215.36204381,5622.12781638,4560.66112054,2845.0501409,4785.64209823,2874.78738281,7645.80104364,6243.06398774,26805.2301112
Com_323_neg,5958804.96817,2013691.03908,1952727.01058,9451638.64863,1585707.57455,2039374.05044,4680389.74611,3540529.7052,5713412.16941,1032004.56795,3136255.83076,3709779.21808,2300699.40952,1560991.87915,2411744.18602,4597240.92204,1068194.17363,2663131.07685,6190421.06001,2432332.90754
Com_3240_neg,262384.835814,30511.1942744,32761.7284528,26305.0251171,342775.778601,40939.2363457,31153.4294605,189857.509453,182420.974232,4673.66844375,355090.389254,242513.771399,53874.5255152,256039.187139,195607.369162,96985.1078335,10707.3626217,44910.9915402,41538.6019659,98621.6171205
Com_3245_neg,231169.688892,116578.543391,133352.901354,85945.4681878,280315.215291,248877.534997,388356.16507,89660.1070791,310011.595224,24290.7601447,204578.385758,279286.310014,137120.86473,213015.416152,404943.155773,200841.659036,197618.648836,351058.494544,374362.491316,285882.299893
Com_3272_neg,58544.7962971,77446.5887615,64757.5573158,51376.6551813,131190.560343,15248.8457117,382742.658203,65911.659417,133627.510998,16734.6109218,88349.1266614,101576.425102,61862.1593743,222117.89537,75086.3590429,38145.090991,19905.0147294,236034.342478,46510.1476326,356354.580332
Com_3277_neg,4393.04492069,290407.808654,25150.3466575,19864.8632985,16604.5810379,45890.2583729,34750.6533137,13453.7168448,13356.8485117,32907.8499606,18181.3470109,23480.840045,24543.7338039,5776.3334017,61261.2675808,16663.5664638,49631.6181382,31944.9878718,15993.9718916,18394.9839474
Com_3286_neg,78147.0279604,35589.6254358,66733.852178,51330.0352734,98613.6343061,60997.2405368,78670.7206914,103859.999051,112557.747134,55058.1992377,346744.93472,95485.9844397,99819.5986062,149284.751493,103517.116912,74854.0578052,64494.3038323,85745.2595904,100453.668827,83509.8968661
Com_328_neg,587174.415308,3526930.9256,9450551.46251,4655661.19146,4850781.82357,1603440.26524,116463.46326,1448573.1709,1597478.46581,8522758.93871,2945678.63443,4720083.94167,4438674.22536,6873890.2522,7479948.76975,4125532.60365,8812301.1666,1382269.623,1823176.12508,6343486.91905
Com_32_neg,19506352.5304,28010423.472,21684624.6647,16115015.3958,61312772.459,1134570.58814,128370015.855,28683505.4086,67702492.6919,441397.779385,24965311.5953,34207735.0432,32931670.0877,99422153.3403,48136526.3286,11028029.0821,1543751.36439,115303301.579,11247642.3476,144653287.177
Com_3304_neg,131100.457613,240300.642192,221033.417568,149620.505099,291894.331508,334516.427013,330184.660509,128513.281828,272014.208734,271561.103133,109715.553578,95372.9648367,106291.879443,170373.34304,286502.358095,129288.827928,212612.950319,311177.498976,401081.496575,247858.084136
Com_3305_neg,208271.513124,51341.3468161,87689.5340467,65892.6016352,279562.633623,198693.502815,375771.416732,133051.802412,250957.10858,12726.5753806,216769.499457,146891.063052,101830.662962,147968.646488,158798.296795,63570.4844024,16995.7983227,164599.041024,219236.900576,124568.815071
Com_3307_neg,32148.2070468,96477.5146257,93559.1783381,116608.350009,24849.2457339,83549.9814853,42847.5256501,294991.743271,355962.975416,73577.9673354,57147.2795782,48117.6216388,78259.4025735,79361.2761442,80891.6869796,127073.165406,83305.1334711,104129.899293,111089.591174,48778.3338613
Com_3325_neg,154556.502013,108168.803069,109915.26728,106972.063296,258572.6678,329522.700244,372655.883415,169259.313439,218287.449401,216628.855561,148555.885247,170668.385018,109416.170462,190060.835856,274748.074903,238188.0022,192210.483826,205833.96717,270283.190214,205914.107546
Com_3326_neg,190642.571431,205254.17551,250569.059498,200965.117939,215616.681539,141114.04337,137513.288476,156694.539139,73614.4001344,110199.739864,280854.696863,185203.80252,270928.703577,252148.505473,285283.536634,286352.212077,147021.098197,151706.261223,375964.081106,100677.510899
Com_3334_neg,170737.907588,267538.491662,102111.721254,46386.3677201,126047.856576,87915.1474863,199132.481082,61796.1948106,143710.582977,126362.858007,100946.479708,111173.755049,114221.990149,406935.522537,177358.477361,145840.556492,135458.608724,169684.796168,395933.089063,181262.774517
Com_3343_neg,167603.375292,171520.812112,186500.652945,156227.735226,221656.866735,372599.045172,296242.005939,140719.908673,259275.92149,329636.799525,181947.474645,186414.592019,144845.444043,281778.992849,271696.215819,260419.777805,336645.005707,329810.17836,314707.297931,249716.093837
Com_3348_neg,87317.6022293,38614.0058553,146158.071387,201701.768789,393017.94305,39332.7693253,113640.136217,34325.3027139,41330.2233375,46632.0726892,20975.0868731,185166.946657,26622.0061251,148911.183708,78165.4061304,79026.8891543,29375.462907,115186.434364,73260.3959995,192233.13921
Com_336_neg,2204182.05123,1122760.09468,1672581.82024,961434.881039,2314154.11503,1535552.48142,1230606.24689,2356909.66347,6261526.72272,8247650.66534,2928902.40726,2608465.51669,1513756.50488,10282673.8781,3034286.36583,3987229.36909,3637246.05479,2724530.43791,2110972.52822,2602495.23453
Com_3371_neg,72951.4880553,172320.175811,64346.2938654,116375.219133,171518.755508,261276.961549,365938.060486,91207.8944797,91085.5588501,137947.44473,78629.4549439,75666.7556568,95818.2723558,242170.745475,99167.8349841,118347.464182,116200.198455,110467.057177,110869.399934,227628.77432
Com_3375_neg,17716.8235555,33168.4151932,377021.844066,22773.2727212,20118.6932124,25701.2199556,15790.6344704,8939.93747879,16617.1816837,35190.0934217,27069.1218436,47850.2030902,27962.230395,21702.7949631,34809.3144989,41086.4035377,34619.617193,55240.7397462,41795.8503848,24275.0466921
Com_3389_neg,159845.967584,105749.312464,46792.6477728,45805.6528324,342917.104848,194097.177002,362977.443197,89708.4053834,267980.41632,61914.4597122,103447.644454,92185.5310318,106916.866343,154454.51286,116081.780051,106983.091413,47385.6825831,277703.955921,351655.420926,283733.645803
Com_339_neg,8645245.00961,989844.079735,1456456.50054,1604960.43645,2021770.63446,1542134.4383,4353926.3281,1808487.04938,7226475.59814,665863.838395,901329.560426,573390.742538,729678.37338,1235977.09224,280401.586583,969669.53392,1521669.89357,1086095.03731,4788358.2383,3321322.25705
Com_3400_neg,143895.324937,80123.7583056,134263.724578,111054.156854,152491.214756,168710.996858,153222.399538,96165.2344053,159522.248107,321455.921086,88184.1665406,120837.5693,99409.2336214,188593.010222,147311.70219,93153.4086878,241964.255192,152005.459765,172609.122747,152550.144538
Com_3412_neg,337533.407428,28276.2826119,5310.57709212,2558.65999589,57228.6370651,3060.68561881,161520.489382,193557.815684,10937.2772292,2795.42097924,25112.1386109,69982.2615144,23834.0298715,125357.78239,226705.087562,99444.0343411,2917.85672203,14530.6217891,3761.52195836,21426.6014304
Com_3423_neg,177894.796427,123278.531304,327706.831446,276621.122678,66828.8233066,296069.374197,207043.808996,326605.859092,251941.458866,244658.841282,211608.925467,163287.589318,199441.333472,132144.177642,196827.81674,209499.512414,268798.715885,189404.996424,117825.69415,140201.667935
Com_3426_neg,15726.778951,141280.824741,263426.182389,180522.303409,223583.54003,388337.252436,63884.9524516,49796.3224978,102396.171835,281320.050989,82330.9387232,132287.257219,137387.409495,244242.743854,259963.911267,214152.774265,289081.252552,262772.214334,377140.734377,188010.80517
Com_342_neg,615985.329053,304646.364103,50206.2287806,6563.14381717,942607.459805,10472.6814105,55754.2577743,1364617.06298,104581.315382,188536.196786,1315202.80564,2545679.16817,2345734.14755,2131772.25808,8228737.54234,6983431.20741,53516.4761696,222105.590577,65076.7445459,176431.804081
Com_3440_neg,144626.59212,167047.915436,154920.404197,313144.092697,92506.9720612,215100.345597,118892.7867,73779.9851153,279117.09236,315093.727996,104818.913216,50188.7453142,66853.4853948,87272.4677181,112009.55767,60867.7401985,332637.253001,177443.653088,192914.880763,160666.260697
Com_3442_neg,12498.5369704,29652.6895452,35186.5249134,11207.9339831,48892.2713935,26627.7878306,85168.2074929,11752.5373072,26148.0078793,77546.0580578,28461.8410638,40072.3322543,38065.870244,84340.8705978,70531.009106,271869.492669,109247.088528,37053.7687155,72727.419195,48404.89026
Com_3449_neg,183933.096864,269086.759372,230990.889184,161414.274204,266582.834367,282129.299227,298514.86665,174856.187688,288063.661648,210538.539077,237696.849602,215536.279127,139597.539883,275949.282988,271439.602696,187789.310005,255407.447917,282927.649076,292472.48942,233927.550576
Com_3466_neg,181484.306645,69520.6943318,156497.528363,114379.661261,104784.598814,251605.183592,270907.788057,97983.4231324,332485.971915,179706.493586,102200.901703,152934.485666,159317.938705,184886.469301,147552.331707,162100.790429,189577.689134,154551.492795,233790.660895,142996.191316
Com_3472_neg,187391.149387,114648.242681,148967.185385,140990.08516,231642.912785,228582.805561,349801.732387,135582.0758,177966.659188,105623.670558,201265.181545,254105.901278,117952.174626,190994.426843,130208.428092,111164.513877,151133.237771,241252.224628,217113.470446,235001.049674
Com_3476_neg,244175.564864,130374.97778,360710.164465,249534.543848,99884.3710869,164424.881027,230240.890044,307871.68232,232933.509881,33184.0361491,176386.179469,284079.876663,224522.943156,137802.116781,245310.574884,183628.978422,163231.834981,202989.813974,197543.491773,148910.081179
Com_3478_neg,328846.82321,51669.2390874,34848.8568577,98894.7714479,51269.7278107,15305.3620109,77964.6395148,217908.079932,31448.4491895,8395.18866414,197399.163165,190645.621046,144852.861946,165723.034818,157385.854184,91691.312696,16305.6193657,33240.4164177,31023.0809297,28192.1526377
Com_347_neg,2287624.48664,1589415.35113,1875140.98225,1573088.09016,2577354.95558,1713445.23379,2450628.84934,3730876.3743,2690797.96042,2580598.19591,8008579.78818,2312964.59245,4604630.84586,4913260.86549,5541306.58145,4618525.74694,2527132.51967,3288669.92072,2088134.13729,2739639.83007
Com_3489_neg,70820.407896,45452.0042348,106553.239316,61139.4782361,86532.4640534,71172.5482056,142689.712809,56743.3960842,91466.1700907,108367.76274,74305.7479021,53650.253254,69707.6137679,135961.414168,84166.3005068,266309.198272,70388.4500047,83842.7766968,86099.3294859,60530.5241424
Com_3498_neg,288296.739572,136886.808728,217030.878842,161601.920575,255847.625335,361985.739339,312531.951365,202460.044129,325122.795139,232992.139837,175124.686094,262235.213705,171701.211432,342231.222904,236330.397329,265344.008658,331627.774677,242197.286829,336007.591456,171611.718119
Com_34_neg,43816532.7112,45601223.4304,92683942.2026,123355533.332,42700521.0043,84412529.7746,37673174.9888,52796534.5602,40788300.3552,62549687.9909,94386070.0118,69629506.8718,76147617.6111,91791389.2582,110848367.524,91296811.9154,74787963.2676,72386866.9973,52263479.2577,55711221.3361
Com_3527_neg,148013.201957,228408.991157,297247.42259,206580.963379,265381.580753,295489.974821,208660.038427,155554.62803,154966.533865,218482.394675,206073.071817,259371.998535,172677.392633,302040.529088,360536.011902,188440.814541,253805.704385,310452.440489,303037.355613,285826.357597
Com_3538_neg,128618.673012,82587.7731386,120442.678102,109108.024947,137619.116908,143047.681856,78528.2183496,82003.7885362,115798.044257,268123.040906,89031.847033,142302.616133,123712.904995,231131.650308,173238.16687,246519.882394,328022.44279,117481.503299,264339.900465,177267.953121
Com_354_neg,2280705.63206,1615951.43836,3334058.25011,1869001.81209,2572237.75239,2558310.74055,2377860.08642,1880219.7712,2373568.98113,3019462.03666,4303087.58451,5025556.94085,5434875.70046,17150450.7881,4788888.46241,4387954.15331,4528847.3299,1771642.421,5003917.33835,3362261.71209
Com_3552_neg,77813.8710154,16164.0056508,9819.5547159,21011.9659589,39920.7635624,55745.5597151,337169.571417,42698.8514977,29951.9244236,11297.9967843,11408.3606533,12217.4972188,11612.4329933,24861.9856242,21778.5195147,8948.29920381,14717.386367,78066.7271867,89728.6661595,90561.0749182
Com_3555_neg,222017.381094,87649.7936221,188428.861366,184945.407548,188814.755729,137383.57403,259925.871607,120439.943599,260161.357658,67263.0370715,246509.938188,315454.145681,101117.097633,213361.781972,113633.042529,89938.3800547,79164.6271264,157730.780621,187604.10525,133989.064944
Com_3560_neg,37466.4249412,205111.069397,125866.569133,163938.823743,82645.3654229,290588.96931,79375.1526705,40582.3388349,164902.56537,42509.3913951,65478.9286901,65022.9133235,103869.506274,141804.661468,110077.739465,142066.406116,193235.996439,341707.370645,227571.490178,150822.537472
Com_3561_neg,188192.207916,185909.36355,270948.103636,230022.910185,132052.955292,265581.852521,235361.893616,165973.264551,208486.01217,277289.826561,121124.555262,228732.78186,202758.980473,287451.315523,272373.40356,258291.612325,323113.741285,236890.144106,266475.287335,231143.960822
Com_3563_neg,29362.1624847,84619.3947256,75113.0934034,57122.0350675,83616.1097125,352971.224514,42628.6915466,24845.9460322,49817.9747759,69542.9707666,38867.1718495,28759.978781,55386.2741738,115612.306317,39963.001931,73186.6370142,137693.911058,341344.022961,136306.613614,63213.381425
Com_3564_neg,202722.268766,182544.272509,175704.469545,195786.742701,257365.336813,262719.683245,215671.284544,111906.763019,199313.864858,198135.736389,120003.874344,209919.625536,135751.209362,311329.676672,279035.989274,171154.983899,221693.005901,306889.165775,357912.419879,273097.034063
Com_356_neg,19463.4379422,55057.9653465,322728.878125,25519.2442924,212032.126248,34192.49915,311263.702497,15474.3679973,30511.4198498,196136.98163,34043.7920182,29188.7790526,33399.9598062,47805.2557218,39657.5849047,6470747.9214,632938.738432,40565.7763918,35269.1421717,25766.053256
Com_3583_neg,2608.26637855,1966.81191869,29944.0578428,1367.17475047,30400.0419685,2541.5190577,8343.68945223,13732.4224845,1688.38879284,97817.1444862,193554.029424,11962.2442661,27863.4694123,2715.92786867,1745.22406652,255880.903011,43152.2692661,1740.09919602,2377.70703045,1794.14990624
Com_3589_neg,90989.0625258,253391.365349,89927.2532086,85570.8902595,129503.554906,149599.575059,131777.910973,104627.215065,141202.21871,104724.270677,77219.3411159,86054.6040129,98723.1993167,119881.778335,144874.729876,176537.819484,120827.771245,132358.898502,149241.115429,102898.991288
Com_3610_neg,111728.377809,119040.752398,64277.9053764,80972.0391201,191568.439491,170099.681755,330377.922638,117979.655101,190855.956225,38463.1070198,102337.7802,98897.4519942,80195.8825984,115215.623522,85491.2078638,60656.5937375,54808.2507943,251799.063938,149498.183539,251019.809147
Com_3613_neg,224117.933783,251441.541118,16413.4067044,31204.170091,112151.515764,41892.7556054,153470.4559,206028.910613,70641.9562889,19408.3235599,60201.8232449,48545.7751089,42257.3493178,32114.9437377,20807.9474603,24124.491965,40593.33788,53191.4625056,48218.8466107,54291.5998194
Com_3616_neg,310442.07832,93731.9337122,150548.436694,121244.67759,157157.899665,145201.772626,192127.397194,114894.911907,190101.996591,119475.279332,156190.909872,175663.291797,124385.007372,237615.469809,213853.353205,141145.155654,185266.391387,185294.007632,135619.754862,213657.667127
Com_3621_neg,88885.9587289,46181.7858994,57055.7816538,60451.8650654,134923.4378,39929.4292912,67512.6548871,88480.0530834,311999.316806,47785.9246205,93593.7859259,108973.754531,47036.7069021,75047.1705759,101933.273386,44265.9842209,41118.9603803,80089.2368577,37225.3782386,50540.7706867
Com_362_neg,1379744.34207,647678.637349,235389.173121,540760.08501,1668683.1488,153851.966544,761821.612464,2047712.39,7214817.04991,161896.713492,7562960.44685,3760001.66796,540274.947723,696941.566306,1662063.93565,1592892.00983,321850.460209,2186746.32767,715104.780084,467751.066046
Com_3635_neg,82115.6311266,97790.6985056,132298.650602,98825.7955245,97228.5632669,132739.314992,129907.086575,67744.0454033,87765.5598336,290819.445612,45494.6432754,81735.9076266,91350.6755515,126519.033274,132301.720934,98615.7857713,157358.893727,97107.4521409,142755.773658,97638.7421144
Com_3651_neg,54352.7252636,101359.252324,92012.3257749,49392.3864453,69830.0131804,104869.596144,118521.7244,39051.665513,85309.7054377,275829.960798,68888.8235515,83254.5343191,156254.47546,72317.5222623,132211.562265,249642.413823,248592.132011,94545.7538493,137307.118705,106188.324189
Com_3657_neg,129115.075928,83835.9328932,232613.467623,145053.1657,56725.5669224,47329.2774327,92783.2964762,77638.229223,52755.2853713,223305.92244,65050.7576333,148096.71627,181141.161577,285625.169428,152602.375402,202656.338297,313128.061755,60332.5908317,125344.86411,166162.808279
Com_3667_neg,13886.6926187,214038.069709,8984.50573032,47560.2874347,6448.48589441,352204.588482,20936.8188013,10504.0335515,9102.90998475,5004.65359724,4217.92197415,4198.00415548,4289.78913074,6022.85748423,4383.64051011,5478.84331635,5244.89472101,39396.0829124,106478.399607,122741.277345
Com_3668_neg,211867.471346,85419.888827,94593.0008374,85160.4768759,114249.512688,179646.443351,161495.300329,86891.6905799,305999.309154,159745.646949,185441.410421,203880.875605,176215.605857,315027.575478,123252.563621,173092.550079,142098.392186,115270.425451,261797.866525,232281.284927
Com_366_neg,5889.97597159,2005.78356363,290111.272051,3714.79491956,192272.459514,24948.3964746,288473.469626,1911.09305748,12554.1033989,1740602.81977,108256.255725,2469.65433083,5199.79196612,5273.86119004,7214.43119815,6230069.69447,1572065.51592,3013.7486873,3137.05884338,1737.11927184
Com_3671_neg,141222.431687,156084.670622,175237.989997,197323.5841,184951.702982,351792.3239,180413.083251,152107.918067,199444.953056,149655.80169,196514.436349,219427.505,139389.143607,324320.033423,198160.946809,132618.353529,170162.144709,291137.263234,205858.942118,167500.092086
Com_3672_neg,179209.148329,136770.430398,146867.929843,197466.321844,241713.429333,205145.903846,243727.28078,149109.085403,305615.720004,85406.3365901,152080.300407,123627.373266,115544.545727,254447.824089,167248.151316,132386.548339,122250.500262,191615.708772,203981.904576,195906.42234
Com_3676_neg,203125.484825,126603.634347,112271.378313,102190.359892,208129.894777,236794.065579,222457.619841,73533.2379305,305060.373613,117412.06404,135996.037202,216691.199448,93010.1658916,297228.825952,189317.230453,228292.79521,258624.03052,200253.659337,269500.496316,236402.243647
Com_3681_neg,219939.762285,50403.6952006,104117.650188,94459.1943906,55219.5485356,126174.085582,239762.194895,211982.575292,90153.3516826,96856.4537985,119087.931716,167098.61424,291499.267678,62049.5586907,148520.761407,48750.7625259,147670.457923,90923.0955301,198719.722047,186916.402761
Com_3684_neg,33593.3765317,4100.37600536,330493.411691,251937.171846,47922.1698803,107591.901256,15267.5906934,36641.7863268,51662.477657,96767.3924505,115895.523003,187289.818696,197047.457404,113645.245835,117317.550298,40477.1857812,160079.340146,75389.8973474,54999.7037847,53529.6896593
Com_3690_neg,164154.707754,124510.400671,153491.595637,154289.159679,198618.488103,211843.098115,133714.402582,108605.074024,167447.023748,94514.138783,150806.260494,155740.813444,105827.909258,217663.886224,338034.005687,114326.261852,94876.4997522,204100.731923,183028.243962,187136.731976
Com_3696_neg,99286.4652638,91464.9724524,74365.4416584,95314.9328653,77240.8187181,128333.809148,109829.321042,61564.3724033,79113.9471895,98080.4734672,33259.260478,75029.6176889,177849.036311,274972.821873,99898.5319611,244833.618718,128598.646107,154558.96727,142536.87062,118216.550378
Com_369_neg,3125444.62976,4284504.1539,264172.456313,148277.369747,7164540.10831,113262.880399,660099.737113,1664936.36377,742059.749216,419772.497594,7300428.98721,6096494.93652,2307910.81693,2815227.17616,4548131.71797,322629.117609,138214.876538,170488.186823,224609.948074,161680.949184
Com_3700_neg,86084.3421071,53255.6719683,120100.51134,119749.672231,57703.297552,120135.527687,106614.423337,124296.53014,129350.047491,176054.058183,289992.316117,81966.9392232,64388.8890376,99016.8424044,147840.237124,134719.824488,161594.801548,181153.08652,83721.78501,99529.967302
Com_3701_neg,117566.320608,90653.1613426,227606.611271,223747.548216,62507.9054201,165195.259973,107090.172253,198850.577281,212081.798836,131355.118456,145116.260865,111533.392143,159565.832302,81803.0615425,290703.162231,244204.101599,125716.435186,187543.986755,195398.012157,117417.288083
Com_3710_neg,99864.9553558,46138.1021454,79158.9086509,88192.7315512,97921.9586416,63055.3355928,108417.92465,254526.085828,130298.86221,118704.875075,254854.398847,296731.314545,83830.5319219,125562.946419,85002.3585496,66450.1155315,102386.061489,60316.4608894,98575.7780868,46551.4224226
Com_3713_neg,92609.6882888,127747.222422,261843.469741,211394.850897,61603.2442486,273656.511107,122553.40177,39100.913425,92184.4773948,276060.1826,105168.808978,130394.456588,108447.768888,122184.59195,166476.191361,243301.604622,304197.54457,101023.552859,94133.2525697,22584.5528429
Com_3717_neg,20939.0525276,240892.68409,64148.5115906,34873.2328919,23222.8012128,61809.3386015,34433.7668861,23598.0279774,19535.3678146,87868.421526,43889.4506703,43822.1550436,47618.1724148,35281.7584412,91411.4711846,62272.7721814,102282.497676,67621.4358338,98081.9966958,91663.3076975
Com_371_neg,29272.0005876,10362.8885987,113201.733231,6861.57711442,173811.581713,12498.3258828,311826.283455,16212.5039712,6206.36324483,1408986.99234,166919.376735,31126.0444374,90628.9651336,11413.6054389,9132.54437773,6136592.75229,803535.709445,6332.77821228,12296.4856819,12977.3323468
Com_3730_neg,226068.024234,106380.803172,131264.382086,301410.430807,183143.118639,155943.848751,218667.249411,190375.134486,192133.952699,97499.6760118,114317.160181,204910.42128,150177.444777,204888.992274,145612.455516,116059.513855,145989.252993,189641.233413,166112.868898,248424.077319
