m.z	p.value	t.score
470.36076	0.19031587607439004	68
162.05279	0.19031587607439004	68
205.07681	0.19031587607439004	68
206.09416	0.19031587607439004	68
214.19311	0.19031587607439004	32
356.29246	0.19031587607439004	68
407.3034	0.19031587607439004	68
340.22499	0.19031587607439004	32
172.07224	0.19031587607439004	32
452.20087	0.21756262313537858	67
502.32887	0.21756262313537858	33
168.0283	0.21756262313537858	33
416.29298	0.21756262313537858	67
598.20491	0.21756262313537858	33
344.29262	0.21756262313537858	67
374.13658	0.21756262313537858	33
360.30267	0.21756262313537858	67
237.13626	0.21756262313537858	67
446.30308	0.21756262313537858	67
236.17751	0.21756262313537858	67
477.31678	0.21756262313537858	67
310.28696	0.21756262313537858	67
236.12819	0.21756262313537858	67
504.27505	0.21756262313537858	33
508.24955	0.21756262313537858	33
136.03848	0.21756262313537858	67
561.35335	0.21756262313537858	67
450.22749	0.21756262313537858	33
302.11133	0.21756262313537858	33
202.12044	0.21756262313537858	67
163.03023	0.21756262313537858	67
111.032	0.21756262313537858	67
187.12079	0.21756262313537858	67
400.29747	0.21756262313537858	67
560.48073	0.21756262313537858	67
354.23805	0.21756262313537858	67
206.0424	0.21756262313537858	67
480.30669	0.21756262313537858	67
240.12218	0.21756262313537858	67
318.1578	0.21756262313537858	67
484.31981	0.21756262313537858	33
126.03166	0.21756262313537858	67
162.08918	0.21756262313537858	67
204.13612	0.21756262313537858	67
272.23478	0.21756262313537858	33
574.49403	0.21756262313537858	67
137.04764	0.21756262313537858	67
785.16026	0.21756262313537858	67
210.12551	0.21756262313537858	33
416.27355	0.21756262313537858	67
346.23545	0.21756262313537858	67
158.02148	0.21756262313537858	67
334.18903	0.21756262313537858	33
496.27638	0.21756262313537858	67
416.23256	0.21756262313537858	67
472.24922	0.21756262313537858	33
496.27748	0.21756262313537858	33
428.24104	0.21756262313537858	67
122.03674	0.21756262313537858	67
185.07985	0.21756262313537858	67
210.05272	0.21756262313537858	33
286.21368	0.21756262313537858	67
340.24026	0.21756262313537858	67
181.07387	0.21756262313537858	67
198.16179	0.21756262313537858	67
186.12546	0.21756262313537858	33
208.18247	0.21756262313537858	33
254.11526	0.21756262313537858	67
280.07275	0.21756262313537858	67
173.06879	0.21756262313537858	67
412.15963	0.21756262313537858	67
161.03232	0.21756262313537858	67
990.33067	0.21756262313537858	67
452.13163	0.21756262313537858	67
184.14621	0.21756262313537858	33
164.12011999999999	0.24745069172313758	66
413.31387	0.24745069172313758	34
248.14094	0.24745069172313758	66
108.05746	0.24745069172313758	66
436.35481	0.24745069172313758	66
372.28765	0.24745069172313758	66
300.13798	0.24745069172313758	34
369.21513	0.24745069172313758	66
474.15832	0.24745069172313758	66
398.17424	0.24745069172313758	34
500.16824	0.24745069172313758	34
330.24067	0.24745069172313758	66
401.24206	0.24745069172313758	34
119.05821	0.24745069172313758	66
534.37031	0.24745069172313758	66
349.22492	0.24745069172313758	34
594.34174	0.24745069172313758	66
161.04764	0.24745069172313758	66
159.05313	0.24745069172313758	66
290.04002	0.24745069172313758	66
130.06297	0.24745069172313758	66
288.19339	0.24745069172313758	66
464.28959	0.24745069172313758	66
165.0426	0.24745069172313758	66
274.08378	0.24745069172313758	66
75.032	0.24745069172313758	66
198.10025	0.24745069172313758	66
326.12204	0.24745069172313758	66
386.28198	0.24745069172313758	66
475.29892	0.24745069172313758	34
230.12648	0.24745069172313758	66
151.07417	0.24745069172313758	66
518.14188	0.24745069172313758	34
334.28703	0.24745069172313758	66
227.07922	0.24745069172313758	66
122.03687	0.24745069172313758	66
104.04732	0.24745069172313758	66
160.09988	0.24745069172313758	66
308.23475	0.24745069172313758	34
156.01711	0.24745069172313758	66
308.15235	0.24745069172313758	34
268.07345	0.24745069172313758	66
125.05881	0.24745069172313758	66
160.08475	0.24745069172313758	34
234.08499	0.24745069172313758	66
330.16765	0.24745069172313758	34
442.34453	0.24745069172313758	66
203.11572	0.24745069172313758	34
222.06726	0.24745069172313758	66
220.10983	0.24745069172313758	66
254.18801	0.24745069172313758	66
307.12659	0.24745069172313758	66
230.01892	0.24745069172313758	66
312.13598	0.24745069172313758	66
139.07456	0.24745069172313758	66
559.07235	0.27986100586719787	35
200.15646	0.27986100586719787	35
161.06883	0.27986100586719787	65
538.29563	0.27986100586719787	35
134.0732	0.27986100586719787	65
270.25549	0.27986100586719787	35
529.31442	0.27986100586719787	65
509.30464	0.27986100586719787	35
227.0191	0.27986100586719787	65
568.2868	0.27986100586719787	35
188.12735	0.27986100586719787	65
512.29747	0.27986100586719787	35
142.07422	0.27986100586719787	65
110.0367	0.27986100586719787	65
187.08441	0.27986100586719787	65
884.68794	0.27986100586719787	65
309.10581	0.27986100586719787	65
412.03176	0.27986100586719787	65
324.3027	0.27986100586719787	65
204.11094	0.27986100586719787	65
528.14144	0.27986100586719787	65
366.20419	0.27986100586719787	65
131.09499	0.27986100586719787	65
301.14255000000003	0.27986100586719787	65
578.38205	0.27986100586719787	65
290.22425	0.27986100586719787	35
214.05895	0.27986100586719787	35
176.06839	0.27986100586719787	65
326.31832000000003	0.27986100586719787	65
136.06367	0.27986100586719787	65
313.26161	0.27986100586719787	65
470.37569	0.27986100586719787	65
180.0786	0.27986100586719787	65
185.009	0.27986100586719787	35
231.1257	0.27986100586719787	65
541.31457	0.27986100586719787	35
298.12628	0.27986100586719787	35
147.06834	0.27986100586719787	65
468.3445	0.27986100586719787	65
316.20388	0.27986100586719787	35
179.0693	0.27986100586719787	65
469.30602	0.27986100586719787	65
208.07347	0.27986100586719787	65
226.04764	0.27986100586719787	35
331.11351	0.31499924224382436	64
151.06332	0.31499924224382436	64
390.27683	0.31499924224382436	64
298.08398999999997	0.31499924224382436	64
516.29239	0.31499924224382436	64
705.52809	0.31499924224382436	64
527.30033	0.31499924224382436	64
504.34456	0.31499924224382436	36
362.2126	0.31499924224382436	64
218.09008	0.31499924224382436	64
466.23284	0.31499924224382436	36
266.11485	0.31499924224382436	64
498.28193	0.31499924224382436	36
223.10678	0.31499924224382436	64
500.30089	0.31499924224382436	64
346.1779	0.31499924224382436	64
474.28203	0.31499924224382436	36
291.18332	0.31499924224382436	64
117.07895	0.31499924224382436	64
283.09126	0.31499924224382436	36
141.07896	0.31499924224382436	64
414.21527	0.31499924224382436	36
123.032	0.31499924224382436	36
264.11088	0.31499924224382436	36
329.25654	0.31499924224382436	64
156.05342	0.31499924224382436	64
216.11094	0.31499924224382436	64
260.18858	0.31499924224382436	64
230.15159	0.31499924224382436	64
446.30308	0.31499924224382436	36
378.31301	0.31499924224382436	36
284.10475	0.31499924224382436	64
664.43667	0.31499924224382436	36
228.13604	0.31499924224382436	36
264.0308	0.31499924224382436	64
153.05371	0.31499924224382436	64
296.23499	0.31499924224382436	36
359.16928	0.31499924224382436	64
302.19139	0.31499924224382436	64
330.2557	0.31499924224382436	64
146.08422	0.31499924224382436	64
104.01083	0.31499924224382436	64
322.25059	0.31499924224382436	64
213.00949	0.31499924224382436	64
168.0422	0.31499924224382436	64
222.056	0.31499924224382436	64
320.09285	0.31499924224382436	64
342.2408	0.31499924224382436	64
548.30263	0.31499924224382436	36
399.33459	0.31499924224382436	36
463.10892	0.31499924224382436	64
430.27172	0.31499924224382436	36
148.03705	0.31499924224382436	64
272.14105	0.31499924224382436	64
154.02658	0.31499924224382436	36
184.11054	0.31499924224382436	36
193.04086	0.31499924224382436	64
461.33603	0.31499924224382436	64
390.13856	0.31499924224382436	64
85.05271	0.35268137435320107	63
213.10003	0.35268137435320107	63
546.37636	0.35268137435320107	63
289.18876	0.35268137435320107	63
150.10439	0.35268137435320107	63
394.23329	0.35268137435320107	37
143.0582	0.35268137435320107	63
423.18594	0.35268137435320107	63
163.10004	0.35268137435320107	63
388.26131	0.35268137435320107	63
165.07892	0.35268137435320107	63
393.13939	0.35268137435320107	63
376.29741	0.35268137435320107	63
434.0951	0.35268137435320107	37
180.01021	0.35268137435320107	63
385.24625	0.35268137435320107	63
176.03204	0.35268137435320107	37
365.17937	0.35268137435320107	37
402.22499	0.35268137435320107	63
146.06908	0.35268137435320107	63
122.07308	0.35268137435320107	63
165.06502	0.35268137435320107	37
383.27728	0.35268137435320107	37
224.2139	0.35268137435320107	63
177.04589000000001	0.35268137435320107	63
276.13193	0.35268137435320107	63
458.33935	0.35268137435320107	63
146.05787	0.35268137435320107	63
521.3343	0.35268137435320107	63
266.16276	0.35268137435320107	37
210.09245	0.35268137435320107	37
97.0527	0.35268137435320107	37
226.09915	0.35268137435320107	63
334.13764	0.35268137435320107	63
336.3027	0.35268137435320107	63
470.34011	0.35268137435320107	37
168.08982	0.35268137435320107	63
154.0378	0.35268137435320107	37
96.0211	0.35268137435320107	63
405.17479	0.35268137435320107	63
258.18287	0.35268137435320107	63
324.26631	0.35268137435320107	37
210.08912	0.35268137435320107	63
182.16699	0.35268137435320107	37
202.02998	0.35268137435320107	63
308.07956	0.35268137435320107	63
223.10545	0.35268137435320107	37
243.14691	0.35268137435320107	37
421.31901	0.35268137435320107	63
350.2093	0.35268137435320107	63
310.21424	0.35268137435320107	37
170.02143	0.35268137435320107	37
145.03744	0.35268137435320107	63
253.09483	0.35268137435320107	37
312.0996	0.35268137435320107	37
314.11519	0.35268137435320107	37
410.3547	0.35268137435320107	63
164.08372	0.35268137435320107	37
222.16188	0.35268137435320107	37
232.14196	0.35268137435320107	63
260.10461	0.35268137435320107	63
564.29483	0.35268137435320107	37
274.0951	0.35268137435320107	63
287.04042	0.39304812834224606	62
402.31335	0.39304812834224606	38
400.33413	0.39304812834224606	62
376.26258	0.39304812834224606	38
333.14781	0.39304812834224606	62
233.16248	0.39304812834224606	62
132.08983	0.39304812834224606	62
315.1469	0.39304812834224606	62
229.00721	0.39304812834224606	38
396.22578	0.39304812834224606	62
448.24522	0.39304812834224606	62
393.24162	0.39304812834224606	62
148.06365	0.39304812834224606	62
514.11452	0.39304812834224606	38
568.37849	0.39304812834224606	38
318.08873	0.39304812834224606	62
179.05816	0.39304812834224606	62
191.0582	0.39304812834224606	38
188.10477	0.39304812834224606	62
340.10052	0.39304812834224606	62
360.11678	0.39304812834224606	38
312.3027	0.39304812834224606	62
237.0306	0.39304812834224606	62
241.00443	0.39304812834224606	62
246.085	0.39304812834224606	62
254.09409	0.39304812834224606	62
176.07962	0.39304812834224606	62
180.06329	0.39304812834224606	62
175.08442	0.39304812834224606	62
147.06838	0.39304812834224606	38
392.16263	0.39304812834224606	62
356.22008	0.39304812834224606	38
153.09017	0.39304812834224606	62
218.02469	0.39304812834224606	62
328.22484	0.39304812834224606	38
286.1678	0.39304812834224606	62
153.0096	0.39304812834224606	62
189.0637	0.39304812834224606	62
302.13646	0.39304812834224606	62
220.06936	0.39304812834224606	38
196.0405	0.39304812834224606	62
306.18281	0.39304812834224606	38
328.09458	0.39304812834224606	62
299.07915	0.39304812834224606	38
534.31959	0.39304812834224606	38
466.31134	0.39304812834224606	38
240.06325	0.39304812834224606	38
469.17916	0.39304812834224606	38
268.10963	0.39304812834224606	62
103.06327	0.39304812834224606	62
338.22638	0.39304812834224606	62
254.13048	0.39304812834224606	62
385.07139	0.39304812834224606	38
145.05272	0.39304812834224606	62
356.1833	0.39304812834224606	62
468.35983	0.39304812834224606	62
202.06293	0.39304812834224606	38
166.04899	0.39304812834224606	38
311.14809	0.43587217735824557	61
360.15712	0.43587217735824557	61
326.14769	0.43587217735824557	39
493.30382	0.43587217735824557	61
211.04797	0.43587217735824557	39
277.16746	0.43587217735824557	61
240.05671	0.43587217735824557	61
159.10077	0.43587217735824557	61
308.13894	0.43587217735824557	61
358.0151	0.43587217735824557	61
315.20449	0.43587217735824557	61
125.01462	0.43587217735824557	61
478.293	0.43587217735824557	61
341.12614	0.43587217735824557	39
450.20759	0.43587217735824557	61
252.08458	0.43587217735824557	61
332.12581	0.43587217735824557	61
127.06332	0.43587217735824557	61
336.26771	0.43587217735824557	39
244.03589	0.43587217735824557	61
496.33943	0.43587217735824557	39
245.16255	0.43587217735824557	61
607.3094	0.43587217735824557	39
912.54994	0.43587217735824557	61
395.18515	0.43587217735824557	39
392.21942	0.43587217735824557	39
372.25136	0.43587217735824557	39
318.25751	0.43587217735824557	39
284.15325	0.43587217735824557	39
310.28696	0.43587217735824557	61
366.34969	0.43587217735824557	61
281.12607	0.43587217735824557	39
215.07929	0.43587217735824557	61
362.31839	0.43587217735824557	61
376.15204	0.43587217735824557	39
278.22413	0.43587217735824557	61
160.03713	0.43587217735824557	61
344.12589	0.43587217735824557	39
92.06256	0.43587217735824557	61
188.14116	0.43587217735824557	61
132.07859	0.43587217735824557	61
460.25936	0.43587217735824557	39
300.17154	0.43587217735824557	39
306.14262	0.43587217735824557	61
488.34969	0.43587217735824557	39
512.27966	0.43587217735824557	39
210.19827	0.43587217735824557	39
268.23994	0.43587217735824557	61
153.04257	0.43587217735824557	61
320.14701	0.43587217735824557	61
177.1	0.43587217735824557	39
100.01601	0.43587217735824557	61
456.25411	0.43587217735824557	39
297.26662	0.43587217735824557	61
122.07312	0.43587217735824557	61
346.14153	0.43587217735824557	39
548.40966	0.43587217735824557	39
260.11582	0.43587217735824557	39
152.12006	0.43587217735824557	61
482.23353	0.43587217735824557	39
172.10006	0.43587217735824557	61
183.08951	0.43587217735824557	39
